-88,-170
-88.43,-168
-88,-166.11
-87.98,-166
-87.82,-164
-87.73,-162
-87.68,-160
-87.67,-158
-87.71,-156
-87.77,-154
-87.84,-152
-87.9,-150
-87.96,-148
-88,-146.47
-88.01,-146
-88.02,-144
-88.01,-142
-88.08,-140
-88,-139.53
-87.68,-138
-86.13,-136
-86,-135.86
-84.01,-134
-84,-133.99
-82,-133.13
-80,-132.41
-78,-132.13
-76,-132.1
-74,-132.07
-72,-132.05
-70,-132.03
-68,-132.02
-66,-132
-65.97,-132
-64,-131.98
-62,-131.96
-60,-131.93
-58,-131.88
-56,-131.83
-54,-131.78
-52,-131.75
-50,-131.78
-48,-131.83
-46,-131.88
-44,-131.93
-42,-131.96
-40,-131.98
-38.02,-132
-38,-132
-36,-132.02
-34,-132.03
-32,-132.05
-30,-132.07
-28,-132.1
-26,-132.13
-24,-132.4
-22,-133.12
-20,-133.99
-19.98,-134
-18,-135.85
-17.86,-136
-16.3,-138
-16,-139.5
-15.92,-140
-15.99,-142
-15.97,-144
-15.98,-146
-16,-147.12
-16.02,-148
-16.09,-150
-16.15,-152
-16.22,-154
-16.27,-156
-16.32,-158
-16.3,-160
-16.25,-162
-16.18,-164
-16.02,-166
-16,-166.11
-15.57,-168
-16,-170
-14,-171
-12,-172
-12,-172
-10,-172.67
-8,-173.33
-6,-174
-6,-174
-4,-174.22
-2,-174.41
0,-174.54
2,-174.6
4,-174.51
6,-174.37
8,-174.2
10,-174
10,-174
12,-173.01
14,-172.03
14.06,-172
16,-171.02
18,-170
18,-170
18.08,-168
18.2,-166
18.29,-164
18.32,-162
18.36,-160
18.38,-158
18.33,-156
18.29,-154
18.24,-152
18.23,-150
18.25,-148
18.26,-146
18.2,-144
18.13,-142
18.34,-140
19.12,-138
20,-136.02
20.01,-136
22,-134.03
22.06,-134
24,-133.18
26,-132.47
28,-132.14
30,-132.1
32,-132.07
34,-132.05
36,-132.04
38,-132.02
40,-132
40.31,-132
42,-131.99
44,-131.96
46,-131.93
48,-131.89
50,-131.84
52,-131.79
54,-131.76
56,-131.79
58,-131.84
60,-131.89
62,-131.93
64,-131.96
66,-131.99
67.81,-132
68,-132
70,-132.02
72,-132.03
74,-132.05
76,-132.07
78,-132.1
80,-132.14
82,-132.43
84,-133.15
86,-134
86,-134
88,-135.91
88.08,-136
89.36,-138
90,-139.9
90.03,-140
90,-140.56
89.92,-142
89.86,-144
89.88,-146
89.9,-148
89.86,-150
89.81,-152
89.76,-154
89.7,-156
89.66,-158
89.67,-160
89.72,-162
89.81,-164
89.97,-166
90,-166.12
90.42,-168
90,-170
92,-171.02
93.95,-172
94,-172.03
96,-173.01
98,-174
98,-174
100,-174.2
102,-174.37
104,-174.51
106,-174.61
108,-174.61
110,-174.51
112,-174.37
114,-174.2
116,-174
116,-174
118,-173.01
120,-172.03
120.06,-172
122,-171.02
124,-170
124,-170
124.08,-168
124.2,-166
124.29,-164
124.32,-162
124.36,-160
124.38,-158
124.33,-156
124.29,-154
124.25,-152
124.23,-150
124.24,-148
124.26,-146
124.19,-144
124.1,-142
124.26,-140
125.09,-138
126,-136.01
126.01,-136
128,-134.03
128.06,-134
130,-133.18
132,-132.47
134,-132.14
136,-132.1
138,-132.08
140,-132.05
142,-132.04
144,-132.02
146,-132
146.38,-132
148,-131.99
150,-131.97
152,-131.93
154,-131.89
156,-131.85
158,-131.8
160,-131.77
162,-131.8
164,-131.85
166,-131.9
168,-131.94
170,-131.97
172,-131.99
173.51,-132
174,-132
176,-132.02
178,-132.04
180,-132.06
182,-132.08
184,-132.1
186,-132.14
188,-132.49
190,-133.2
191.9,-134
192,-134.05
193.97,-136
194,-136.06
194.75,-138
195.4,-140
195.79,-142
195.75,-144
195.68,-146
195.67,-148
195.69,-150
195.71,-152
195.68,-154
195.64,-156
195.6,-158
195.61,-160
195.65,-162
195.68,-164
195.76,-166
195.88,-168
196,-170
196,-170
198,-171.02
199.94,-172
200,-172.03
202,-173.01
204,-174
204,-174
206,-174.2
208,-174.37
210,-174.51
212,-174.61
214,-174.62
216,-174.52
218,-174.37
220,-174.2
222,-174
222,-174
224,-173.01
226,-172.03
226.06,-172
228,-171.02
230,-170
230,-170
230.18,-168
230.32,-166
230.42,-164
230.48,-162
230.54,-160
230.58,-158
230.63,-156
230.67,-154
230.7,-152
230.69,-150
230.65,-148
230.61,-146
230.63,-144
230.9,-142
231.37,-140
231.99,-138
232,-137.98
233.73,-136
234,-135.73
235.95,-134
236,-133.96
238,-133.15
240,-132.51
242,-132.22
244,-132.19
246,-132.17
248,-132.16
250,-132.16
